date,longitude,latitude,resight,size,source
05/07/1899,-48.07,41.07,0,LG,NOT IIP
05/07/1899,-49.43,40.95,0,SM,NOT IIP
05/07/1899,-48.07,41.07,0,SM,NOT IIP
05/07/1899,-49.45,40.07,0,BERG,NOT IIP
05/07/1899,-48.05,41.05,0,LG,NOT IIP
05/08/1899,-51.08,41.03,0,BERG,NOT IIP
05/09/1899,-48.3,41.07,0,LG,NOT IIP
05/09/1899,-48.38,41.1,0,MED,NOT IIP
05/15/1899,-50.9,47.05,0,SM,NOT IIP
05/15/1899,-50.9,47.05,0,BBGR,NOT IIP
05/19/1899,-49.42,42.05,0,SM,NOT IIP
05/20/1899,-50.25,42.48,0,LG,NOT IIP
05/20/1899,-50.25,42.48,0,BBGR,NOT IIP
05/24/1899,-49.05,47.08,0,BERG,NOT IIP
05/24/1899,-51.0,46.63,0,BERG,NOT IIP
05/24/1899,-49.05,47.08,0,X,NOT IIP
05/24/1899,-51.0,46.63,0,X,NOT IIP
05/25/1899,-50.0,47.08,0,LG,NOT IIP
05/25/1899,-50.0,47.08,0,SM,NOT IIP
05/25/1899,-50.0,47.08,0,BBGR,NOT IIP
05/25/1899,-50.8,47.65,0,LG,NOT IIP
05/25/1899,-51.55,47.05,0,BERG,NOT IIP
05/25/1899,-51.87,46.92,0,MED,NOT IIP
05/26/1899,-49.05,41.27,0,MED,NOT IIP
05/26/1899,-50.03,47.08,0,LG,NOT IIP
05/26/1899,-50.27,47.63,0,LG,NOT IIP
05/27/1899,-50.55,42.07,0,SM,NOT IIP
05/27/1899,-50.6,42.62,0,MED,NOT IIP
05/27/1899,-50.55,42.07,0,BBGR,NOT IIP
05/27/1899,-50.6,42.62,0,BBGR,NOT IIP
05/27/1899,-50.0,47.98,0,LG,NOT IIP
05/27/1899,-50.0,47.98,0,MED,NOT IIP
05/27/1899,-50.0,47.98,0,SM,NOT IIP
05/27/1899,-50.0,47.98,0,BBGR,NOT IIP
05/28/1899,-51.62,41.85,0,BBGR,NOT IIP
05/28/1899,-50.58,42.23,0,X,NOT IIP
05/28/1899,-50.58,42.27,0,BBGR,NOT IIP
05/28/1899,-50.6,47.27,0,MED,NOT IIP
05/29/1899,-50.7,41.8,0,LG,NOT IIP
05/24/1899,-54.03,46.03,0,MED,NOT IIP
05/28/1899,-47.77,46.23,0,LG,NOT IIP
05/16/1899,-52.05,46.0,0,BBGR,NOT IIP
05/17/1899,-52.0,46.0,0,BERG,NOT IIP
05/21/1899,-53.07,46.62,0,LG,NOT IIP
05/21/1899,-49623310987.9,555074697878.57,0,BERG,NOT IIP
05/21/1899,-53.0,46.65,0,BERG,NOT IIP
05/23/1899,-54.05,45.73,0,BERG,NOT IIP
05/28/1899,-55.02,46.03,0,LG,NOT IIP
05/31/1899,-52.68,47.57,0,BERG,NOT IIP
05/31/1899,-52.92,46.58,0,BERG,NOT IIP
06/01/1899,-53.03,46.55,0,LG,NOT IIP
06/01/1899,-53.68,46.6,0,BERG,NOT IIP
06/02/1899,-53.02,46.53,0,LG,NOT IIP
06/05/1899,-54.03,45.8,0,BBGR,NOT IIP
06/05/1899,-53.0,46.58,0,BERG,NOT IIP
06/05/1899,-54.28,46.62,0,BERG,NOT IIP
06/05/1899,-3877466756121.77,46.62,0,LG,NOT IIP
06/05/1899,-54.22,46.6,0,BERG,NOT IIP
06/06/1899,-52.0,46.98,0,LG,NOT IIP
06/06/1899,-186660634920.43,567504208907.57,0,BERG,NOT IIP
05/03/1899,-48.52,44.92,0,LG,NOT IIP
05/08/1899,-48.58,40.88,0,SM,NOT IIP
05/11/1899,-52.0,46.25,0,LG,NOT IIP
05/11/1899,-47.82,47.03,0,LG,NOT IIP
05/11/1899,-52.0,46.25,0,SM,NOT IIP
05/11/1899,-47.82,47.03,0,SM,NOT IIP
05/16/1899,-49.47,47.32,0,X,NOT IIP
05/19/1899,-50.42,43.22,0,X,NOT IIP
05/21/1899,-62642174593.07,283927392658.05,0,LG,NOT IIP
05/21/1899,-49.97,47.42,0,LG,NOT IIP
05/24/1899,-50.37,47.58,0,LG,NOT IIP
05/27/1899,-48.82,40.9,0,MED,NOT IIP
05/31/1899,-49.0,41.05,0,LG,NOT IIP
06/01/1899,-48.87,48.95,0,LG,NOT IIP
06/01/1899,-49.92,48.02,0,BERG,NOT IIP
06/01/1899,-49.9,49.02,0,BBGR,NOT IIP
06/03/1899,-50.2,47.68,0,LG,NOT IIP
06/04/1899,-48.87,46.8,0,MED,NOT IIP
06/04/1899,-48.87,46.8,0,MED,NOT IIP
06/04/1899,-50.97,46.12,0,BERG,NOT IIP
06/04/1899,-49.05,43.27,0,LG,NOT IIP
06/04/1899,-49.05,43.27,0,SM,NOT IIP
06/04/1899,-49.58,43.08,0,SM,NOT IIP
06/04/1899,-49.58,43.08,0,BBGR,NOT IIP
06/04/1899,-48.0,48.03,0,BERG,NOT IIP
06/04/1899,-53.08,46.58,0,BERG,NOT IIP
06/04/1899,-48.73,47.08,0,LG,NOT IIP
06/04/1899,-48.92,47.05,0,BERG,NOT IIP
06/05/1899,-48.8,43.27,0,SM,NOT IIP
06/05/1899,-48.8,43.27,0,MED,NOT IIP
06/05/1899,-50.08,43.23,0,SM,NOT IIP
06/06/1899,-49.58,47.05,0,LG,NOT IIP
06/06/1899,-657342695028.45,47.05,0,BERG,NOT IIP
06/06/1899,-51.02,47.15,0,LG,NOT IIP
06/06/1899,-51.02,47.15,0,SM,NOT IIP
06/09/1899,-50.12,42.03,0,SM,NOT IIP
06/09/1899,-50.03,42.28,0,BERG,NOT IIP
05/18/1899,-47.0,46.05,0,BERG,NOT IIP
06/03/1899,-47.65,41.93,0,SM,NOT IIP
06/06/1899,-46.07,42.23,0,LG,NOT IIP
05/20/1899,-52.93,46.58,0,MED,NOT IIP
05/20/1899,-796634602571.7,287805720655.48,0,MED,NOT IIP
05/20/1899,-53.07,46.23,0,X,NOT IIP
05/21/1899,-54.47,46.05,0,LG,NOT IIP
05/21/1899,-53.0,46.42,0,BERG,NOT IIP
05/23/1899,-54.05,46.05,0,LG,NOT IIP
05/23/1899,-52.05,46.05,0,SM,NOT IIP
05/23/1899,-52.05,46.05,0,LG,NOT IIP
05/26/1899,-54.58,46.38,0,LG,NOT IIP
05/26/1899,-53.0,46.05,0,LG,NOT IIP
05/29/1899,-53.05,51.63,0,BERG,NOT IIP
05/31/1899,-52.92,46.58,0,BERG,NOT IIP
05/31/1899,-52.68,47.57,0,BERG,NOT IIP
06/09/1899,-52.02,47.08,0,MED,NOT IIP
06/09/1899,-53.0,46.58,0,MED,NOT IIP
06/09/1899,-52.02,47.08,0,SM,NOT IIP
06/09/1899,-53.0,46.58,0,SM,NOT IIP
06/10/1899,-53.18,46.02,0,BERG,NOT IIP
06/10/1899,-53.18,46.02,0,MED,NOT IIP
06/10/1899,-442248021233.73,5279915320764.58,0,LG,NOT IIP
06/10/1899,-52.05,46.9,0,LG,NOT IIP
06/10/1899,-52.05,46.9,0,SM,NOT IIP
06/10/1899,-52.05,46.9,0,BBGR,NOT IIP
06/10/1899,-53.07,46.63,0,MED,NOT IIP
06/12/1899,-53.08,46.63,0,BERG,NOT IIP
06/12/1899,-54.25,46.37,0,MED,NOT IIP
06/13/1899,-52.02,47.08,0,LG,NOT IIP
06/13/1899,-54.03,46.0,0,LG,NOT IIP
06/13/1899,-51.97,47.13,0,LG,NOT IIP
06/13/1899,-52.85,46.55,0,LG,NOT IIP
06/13/1899,-54.15,46.13,0,BERG,NOT IIP
06/13/1899,-52.95,46.78,0,LG,NOT IIP
05/20/1899,-51.05,46.08,0,LG,NOT IIP
05/21/1899,-51.0,47.0,0,BERG,NOT IIP
05/21/1899,-49.0,48.0,0,BERG,NOT IIP
05/21/1899,-51.0,47.0,0,BBGR,NOT IIP
05/21/1899,-49.0,48.0,0,BBGR,NOT IIP
05/21/1899,-50.07,47.25,0,X,NOT IIP
05/21/1899,-50.07,47.53,0,MED,NOT IIP
05/21/1899,-49.78,47.6,0,LG,NOT IIP
05/22/1899,-49.08,47.53,0,LG,NOT IIP
05/24/1899,-50.05,47.05,0,LG,NOT IIP
05/24/1899,-50.07,46.05,0,BERG,NOT IIP
05/25/1899,-46.05,47.08,0,BERG,NOT IIP
05/26/1899,-50.92,42.58,0,SM,NOT IIP
05/27/1899,-50.63,42.57,0,MED,NOT IIP
05/27/1899,-50.45,47.85,0,LG,NOT IIP
05/27/1899,-50.08,42.05,0,SM,NOT IIP
05/27/1899,-50.75,42.08,0,SM,NOT IIP
05/28/1899,-49.78,47.4,0,X,NOT IIP
05/29/1899,-50.68,47.25,0,LG,NOT IIP
06/01/1899,-50.4,48.47,0,MED,NOT IIP
06/01/1899,-49.9,48.62,0,BBGR,NOT IIP
06/06/1899,-50.7,48.48,0,BERG,NOT IIP
06/06/1899,-53.0,46.55,0,BERG,NOT IIP
06/09/1899,-50.18,42.05,0,LG,NOT IIP
06/09/1899,-50.03,42.05,0,LG,NOT IIP
06/09/1899,-50.18,42.05,0,BBGR,NOT IIP
06/09/1899,-50.03,42.05,0,BBGR,NOT IIP
06/09/1899,-50.0,48.0,0,BERG,NOT IIP
06/09/1899,-50.0,48.0,0,BBGR,NOT IIP
06/09/1899,-49.02,47.98,0,MED,NOT IIP
06/09/1899,-49.02,47.98,0,BBGR,NOT IIP
06/09/1899,-49.62,47.78,0,MED,NOT IIP
06/11/1899,-50.05,42.25,0,LG,NOT IIP
06/11/1899,-49.03,48.02,0,LG,NOT IIP
06/11/1899,-51.0,47.0,0,LG,NOT IIP
06/11/1899,-49.03,48.02,0,BERG,NOT IIP
06/11/1899,-51.0,47.0,0,BERG,NOT IIP
06/11/1899,-49.03,48.02,0,BBGR,NOT IIP
06/11/1899,-51.0,47.0,0,BBGR,NOT IIP
06/11/1899,-49.0,49.0,0,BERG,NOT IIP
06/11/1899,-49.0,49.0,0,LG,NOT IIP
06/11/1899,-49.82,41.08,0,LG,NOT IIP
06/11/1899,-50.52,41.9,0,MED,NOT IIP
06/11/1899,-50.03,41.85,0,SM,NOT IIP
06/11/1899,-50.48,41.82,0,MED,NOT IIP
06/11/1899,-49.18,48.22,0,LG,NOT IIP
06/11/1899,-49.18,48.22,0,BERG,NOT IIP
06/12/1899,-50.57,42.08,0,X,NOT IIP
06/12/1899,-49.03,42.12,0,MED,NOT IIP
06/12/1899,-49.03,42.12,0,BBGR,NOT IIP
06/12/1899,-49.05,48.07,0,LG,NOT IIP
06/12/1899,-50.08,47.87,0,LG,NOT IIP
06/12/1899,-48.08,47.45,0,MED,NOT IIP
06/12/1899,-48.08,47.45,0,BERG,NOT IIP
06/12/1899,-49.23,48.32,0,BERG,NOT IIP
06/12/1899,-49.75,48.08,0,X,NOT IIP
06/12/1899,-49.75,48.08,0,MED,NOT IIP
06/12/1899,-50.47,47.88,0,LG,NOT IIP
06/13/1899,-50.27,42.03,0,MED,NOT IIP
06/13/1899,-50.02,42.07,0,LG,NOT IIP
06/13/1899,-50.28,41.97,0,X,NOT IIP
06/13/1899,-49.82,41.6,0,MED,NOT IIP
06/13/1899,-49.82,41.6,0,BBGR,NOT IIP
06/14/1899,-50.07,42.02,0,MED,NOT IIP
06/14/1899,-50.45,42.25,0,LG,NOT IIP
06/15/1899,-50.25,42.03,0,SM,NOT IIP
06/06/1899,-46.08,42.48,0,LG,NOT IIP
06/07/1899,-45.93,42.7,0,LG,NOT IIP
05/26/1899,-54.25,46.87,0,LG,NOT IIP
05/26/1899,-53.0,46.55,0,BERG,NOT IIP
05/27/1899,-54.4,46.53,0,MED,NOT IIP
05/27/1899,-53.55,46.05,0,BERG,NOT IIP
05/27/1899,-53.0,46.05,0,LG,NOT IIP
05/27/1899,-7217984168826.08,885702260441.52,0,LG,NOT IIP
05/30/1899,-54.28,45.75,0,LG,NOT IIP
05/30/1899,-52.75,46.05,0,MED,NOT IIP
06/05/1899,-44730688585.7,263113276119.38,0,SM,NOT IIP
06/05/1899,-3404038065609.73,461438191729.58,0,BERG,NOT IIP
06/06/1899,-54.45,46.47,0,LG,NOT IIP
06/06/1899,-54.45,46.47,0,BBGR,NOT IIP
06/06/1899,-823872739461.8,46.65,0,X,NOT IIP
06/06/1899,-823872739461.8,46.65,0,MED,NOT IIP
06/10/1899,-53.03,46.63,0,MED,NOT IIP
06/15/1899,-4682577249840.43,2342651938533.23,0,BERG,NOT IIP
06/18/1899,-53.08,46.58,0,LG,NOT IIP
06/18/1899,-52.82,46.92,0,LG,NOT IIP
06/19/1899,-53.35,46.6,0,BERG,NOT IIP
06/22/1899,-635107070695.52,944627825540.4,0,LG,NOT IIP
06/22/1899,-635107070695.52,944627825540.4,0,BBGR,NOT IIP
06/22/1899,-53.53,46.58,0,SM,NOT IIP
06/22/1899,-54.4,46.6,0,LG,NOT IIP
05/27/1899,-49.2,40.88,0,SM,NOT IIP
05/27/1899,-49.2,40.88,0,BBGR,NOT IIP
05/27/1899,-49.42,47.05,0,LG,NOT IIP
05/29/1899,-50.4,48.07,0,LG,NOT IIP
05/30/1899,-49.08,41.08,0,LG,NOT IIP
05/31/1899,-50.25,47.48,0,BBGR,NOT IIP
06/03/1899,-49.07,46.92,0,LG,NOT IIP
06/03/1899,-49.07,46.92,0,SM,NOT IIP
06/06/1899,-50.23,46.98,0,LG,NOT IIP
06/06/1899,-49.8,47.13,0,LG,NOT IIP
06/07/1899,-49.95,47.85,0,MED,NOT IIP
06/09/1899,-49.68,48.37,0,MED,NOT IIP
06/09/1899,-49.68,48.37,0,BERG,NOT IIP
06/11/1899,-49.05,47.05,0,LG,NOT IIP
06/14/1899,-50.25,42.12,0,SM,NOT IIP
06/14/1899,-50.25,42.2,0,BBGR,NOT IIP
06/14/1899,-49.0,44.03,0,X,NOT IIP
06/14/1899,-50.35,42.2,0,SM,NOT IIP
06/14/1899,-50.27,42.15,0,MED,NOT IIP
06/15/1899,-48.43,48.95,0,X,NOT IIP
06/16/1899,-49.57,48.38,0,X,NOT IIP
06/16/1899,-49.9,48.37,0,X,NOT IIP
06/16/1899,-50.23,48.27,0,X,NOT IIP
06/16/1899,-51.08,47.62,0,MED,NOT IIP
06/16/1899,-51.08,47.62,0,SM,NOT IIP
06/16/1899,-51.73,47.53,0,MED,NOT IIP
06/16/1899,-51.73,47.53,0,BBGR,NOT IIP
06/16/1899,-49.43,47.28,0,LG,NOT IIP
06/16/1899,-49.43,47.28,0,LG,NOT IIP
06/16/1899,-49.43,47.28,0,BERG,NOT IIP
06/17/1899,-49.37,47.82,0,LG,NOT IIP
06/17/1899,-50.85,46.87,0,BERG,NOT IIP
06/17/1899,-51.03,47.3,0,SM,NOT IIP
06/17/1899,-51.03,47.3,0,BBGR,NOT IIP
06/18/1899,-50.0,42.0,0,SM,NOT IIP
06/18/1899,-51.53,47.22,0,SM,NOT IIP
06/18/1899,-47.93,48.55,0,LG,NOT IIP
06/18/1899,-50.0,47.93,0,LG,NOT IIP
06/18/1899,-47.93,48.55,0,BBGR,NOT IIP
06/18/1899,-50.0,47.93,0,BBGR,NOT IIP
06/22/1899,-49.02,48.1,0,SM,NOT IIP
06/22/1899,-49.02,48.1,0,BBGR,NOT IIP
06/22/1899,-49.45,47.97,0,SM,NOT IIP
06/22/1899,-49.45,47.97,0,BBGR,NOT IIP
06/15/1899,-47.57,45.63,0,SM,NOT IIP
06/15/1899,-47.65,45.6,0,SM,NOT IIP
06/15/1899,-47.57,45.63,0,BBGR,NOT IIP
06/15/1899,-47.65,45.6,0,BBGR,NOT IIP
06/16/1899,-46.25,48.37,0,MED,NOT IIP
06/17/1899,-47.63,48.32,0,LG,NOT IIP
06/17/1899,-47.93,48.02,0,LG,NOT IIP
06/17/1899,-47.4,48.02,0,LG,NOT IIP
06/17/1899,-47.37,49.0,0,LG,NOT IIP
06/17/1899,-47.4,48.02,0,SM,NOT IIP
06/17/1899,-47.37,49.0,0,SM,NOT IIP
06/17/1899,-47.4,48.02,0,BBGR,NOT IIP
06/17/1899,-47.37,49.0,0,BBGR,NOT IIP
06/21/1899,-46.25,48.05,0,SM,NOT IIP
06/21/1899,-46.25,48.05,0,BBGR,NOT IIP
06/05/1899,-53.0,46.58,0,BERG,NOT IIP
06/05/1899,-52.03,46.08,0,BERG,NOT IIP
06/06/1899,-53.07,46.6,0,LG,NOT IIP
06/06/1899,-53.07,46.6,0,BERG,NOT IIP
06/13/1899,-53.55,46.08,0,LG,NOT IIP
06/13/1899,-52.73,46.07,0,LG,NOT IIP
06/13/1899,-53.55,46.08,0,MED,NOT IIP
06/13/1899,-52.73,46.07,0,MED,NOT IIP
06/13/1899,-53.55,46.08,0,SM,NOT IIP
06/13/1899,-52.73,46.07,0,SM,NOT IIP
06/13/1899,-54.15,46.05,0,MED,NOT IIP
06/13/1899,-53.57,46.13,0,MED,NOT IIP
06/13/1899,-53.38,46.38,0,SM,NOT IIP
06/13/1899,-53.38,46.38,0,MED,NOT IIP
06/13/1899,-53.3,46.43,0,LG,NOT IIP
06/13/1899,-53.05,46.53,0,LG,NOT IIP
06/13/1899,-53.05,46.53,0,X,NOT IIP
06/13/1899,-52.87,46.6,0,SM,NOT IIP
06/13/1899,-52.87,46.6,0,MED,NOT IIP
06/13/1899,-52.65,46.68,0,BERG,NOT IIP
06/13/1899,-52.45,46.82,0,SM,NOT IIP
06/13/1899,-52.03,46.88,0,MED,NOT IIP
06/18/1899,-55.08,46.25,0,LG,NOT IIP
06/22/1899,-53.53,46.55,0,SM,NOT IIP
06/22/1899,-366903121451.8,539502806959.28,0,MED,NOT IIP
06/22/1899,-52.92,46.78,0,LG,NOT IIP
06/22/1899,-52.92,46.78,0,SM,NOT IIP
06/22/1899,-53.58,46.48,0,MED,NOT IIP
06/23/1899,-53.53,46.6,0,LG,NOT IIP
06/23/1899,-53.25,46.03,0,LG,NOT IIP
06/23/1899,-909518262729.03,6946464004471.93,0,BERG,NOT IIP
06/23/1899,-4258341834873.27,361544378469.27,0,X,NOT IIP
06/25/1899,-53.53,46.2,0,LG,NOT IIP
06/03/1899,-51.27,47.62,0,BERG,NOT IIP
06/03/1899,-50.62,47.92,0,BERG,NOT IIP
06/05/1899,-51.02,47.1,0,LG,NOT IIP
06/05/1899,-50.38,47.42,0,BERG,NOT IIP
06/05/1899,-50.02,47.43,0,BERG,NOT IIP
06/05/1899,-49.05,47.58,0,BERG,NOT IIP
06/06/1899,-50.62,47.08,0,BERG,NOT IIP
06/06/1899,-49.47,48.2,0,X,NOT IIP
06/07/1899,-48.37,47.9,0,LG,NOT IIP
06/13/1899,-50.0,42.03,0,LG,NOT IIP
06/13/1899,-52.02,47.1,0,LG,NOT IIP
06/13/1899,-49.65,48.0,0,LG,NOT IIP
06/13/1899,-51.97,47.13,0,LG,NOT IIP
06/13/1899,-51.97,47.13,0,SM,NOT IIP
06/14/1899,-48.27,43.88,0,X,NOT IIP
06/17/1899,-49.25,48.02,0,BBGR,NOT IIP
06/19/1899,-48.4,47.2,0,SM,NOT IIP
06/20/1899,-904587182217.72,291805862279.85,0,LG,NOT IIP
06/20/1899,-94521004723.68,808194137815.15,0,LG,NOT IIP
06/21/1899,-47.08,49.08,0,LG,NOT IIP
06/21/1899,-49.0,47.05,0,LG,NOT IIP
06/22/1899,-49.08,48.58,0,SM,NOT IIP
06/22/1899,-49.08,48.58,0,BBGR,NOT IIP
06/22/1899,-51.75,47.43,0,LG,NOT IIP
06/22/1899,-49.1,48.43,0,SM,NOT IIP
06/22/1899,-49.1,48.43,0,BBGR,NOT IIP
06/22/1899,-48.08,48.8,0,SM,NOT IIP
06/22/1899,-48.08,48.8,0,BBGR,NOT IIP
06/23/1899,-47.13,48.03,0,BBGR,NOT IIP
06/23/1899,-53.0,46.58,0,BBGR,NOT IIP
06/24/1899,-49.62,47.92,0,LG,NOT IIP
06/24/1899,-49.62,47.92,0,SM,NOT IIP
06/24/1899,-49.62,47.92,0,BBGR,NOT IIP
06/20/1899,-47.75,48.6,0,BERG,NOT IIP
06/21/1899,-53.0,47.75,0,BERG,NOT IIP
06/21/1899,-47.32,47.92,0,LG,NOT IIP
06/26/1899,-46.35,48.27,0,LG,NOT IIP
06/26/1899,-47.0,48.0,0,X,NOT IIP
06/08/1899,-54.27,45.82,0,LG,NOT IIP
06/08/1899,-52.18,46.7,0,LG,NOT IIP
06/08/1899,-54.27,45.82,0,BERG,NOT IIP
06/08/1899,-52.18,46.7,0,BERG,NOT IIP
06/11/1899,-54.48,46.47,0,MED,NOT IIP
06/11/1899,-52.92,46.05,0,BERG,NOT IIP
06/11/1899,-48.2,47.63,0,BERG,NOT IIP
06/15/1899,-52.95,46.53,0,LG,NOT IIP
06/15/1899,-52.68,47.57,0,LG,NOT IIP
06/18/1899,-53.53,46.6,0,X,NOT IIP
06/19/1899,-47.82,48.05,0,X,NOT IIP
06/18/1899,-53.53,46.6,0,SM,NOT IIP
06/19/1899,-47.82,48.05,0,SM,NOT IIP
06/23/1899,-53.8,49.45,0,BERG,NOT IIP
06/27/1899,-52.68,47.57,0,LG,NOT IIP
06/27/1899,-52.95,46.55,0,LG,NOT IIP
07/02/1899,-52.48,46.68,0,LG,NOT IIP
07/02/1899,-53.53,46.58,0,LG,NOT IIP
07/04/1899,-52.85,46.97,0,LG,NOT IIP
06/09/1899,-50.08,47.05,0,BERG,NOT IIP
06/09/1899,-49.35,47.92,0,BERG,NOT IIP
06/13/1899,-50.0,41.58,0,SM,NOT IIP
06/13/1899,-50.0,41.58,0,BBGR,NOT IIP
06/13/1899,-49.77,41.43,0,SM,NOT IIP
06/13/1899,-50.0,41.37,0,LG,NOT IIP
06/13/1899,-50.0,41.37,0,SM,NOT IIP
06/14/1899,-50.0,41.05,0,LG,NOT IIP
06/14/1899,-50.0,41.05,0,BBGR,NOT IIP
06/15/1899,-49.1,41.1,0,LG,NOT IIP
06/16/1899,-51.07,48.0,0,X,NOT IIP
06/16/1899,-51.18,48.2,0,BERG,NOT IIP
06/16/1899,-48.43,48.57,0,LG,NOT IIP
06/17/1899,-84208936304.4,713780572106.85,0,LG,NOT IIP
06/18/1899,-46.37,47.75,0,LG,NOT IIP
06/17/1899,-84208936304.4,713780572106.85,0,BBGR,NOT IIP
06/18/1899,-46.37,47.75,0,BBGR,NOT IIP
06/21/1899,-51.08,47.02,0,MED,NOT IIP
06/21/1899,-51.08,47.02,0,BBGR,NOT IIP
06/22/1899,-49.35,48.65,0,SM,NOT IIP
06/22/1899,-49.35,48.65,0,SM,NOT IIP
06/24/1899,-49.0,48.05,0,SM,NOT IIP
06/24/1899,-50.07,47.87,0,SM,NOT IIP
06/24/1899,-51.08,48.07,0,BERG,NOT IIP
06/25/1899,-50.13,48.52,0,LG,NOT IIP
06/25/1899,-50.13,48.65,0,MED,NOT IIP
06/25/1899,-50.55,48.03,0,MED,NOT IIP
06/27/1899,-49.05,48.58,0,LG,NOT IIP
06/27/1899,-49.05,49.65,0,LG,NOT IIP
06/27/1899,-49.05,49.65,0,MED,NOT IIP
06/27/1899,-49.05,49.65,0,BBGR,NOT IIP
06/27/1899,-49.05,49.65,0,BERG,NOT IIP
06/27/1899,-55.93,46.6,0,BERG,NOT IIP
06/30/1899,-49.02,48.23,0,LG,NOT IIP
06/30/1899,-49.68,48.7,0,LG,NOT IIP
07/01/1899,-49.05,48.03,0,LG,NOT IIP
07/02/1899,-49.78,42.08,0,LG,NOT IIP
07/02/1899,-49.25,48.42,0,BERG,NOT IIP
07/03/1899,-50.28,42.75,0,LG,NOT IIP
07/03/1899,-49.08,48.05,0,LG,NOT IIP
07/03/1899,-49.08,48.05,0,BERG,NOT IIP
07/03/1899,-50.08,48.0,0,MED,NOT IIP
06/18/1899,-45.0,48.02,0,LG,NOT IIP
06/19/1899,-47.05,45.75,0,LG,NOT IIP
06/19/1899,-47.05,45.75,0,BBGR,NOT IIP
06/28/1899,-40.9,44.27,0,MED,NOT IIP
07/03/1899,-46.35,46.88,0,LG,NOT IIP
07/03/1899,-46.53,46.88,0,SM,NOT IIP
06/26/1899,-50.03,52.05,0,LG,NOT IIP
06/28/1899,-51.03,53.1,0,BERG,NOT IIP
06/28/1899,-53.0,46.58,0,BERG,NOT IIP
07/01/1899,-55.02,51.95,0,BERG,NOT IIP
07/01/1899,-51.05,52.95,0,LG,NOT IIP
07/01/1899,-55.25,51.75,0,LG,NOT IIP
07/01/1899,-51.05,52.95,0,LG,NOT IIP
07/01/1899,-55.25,51.75,0,LG,NOT IIP
07/01/1899,-51.45,52.9,0,BERG,NOT IIP
07/01/1899,-55.25,51.95,0,BERG,NOT IIP
06/13/1899,-54.58,46.05,0,X,NOT IIP
06/13/1899,-53.08,46.58,0,BERG,NOT IIP
06/22/1899,-53.6,46.45,0,SM,NOT IIP
06/22/1899,-53.13,46.63,0,SM,NOT IIP
06/24/1899,-54.2,46.73,0,BERG,NOT IIP
06/24/1899,-53.53,46.53,0,BERG,NOT IIP
06/24/1899,-53.07,46.58,0,BERG,NOT IIP
07/04/1899,-53.07,46.63,0,LG,NOT IIP
07/06/1899,-189309946325.3,47.57,0,BERG,NOT IIP
07/06/1899,-529515921676.15,457741101614.78,0,X,NOT IIP
07/06/1899,-52.68,47.03,0,BERG,NOT IIP
07/09/1899,-253204575040.52,170220057307.95,0,MED,NOT IIP
07/09/1899,-925183986982.73,714816527231.62,0,LG,NOT IIP
06/13/1899,-51.07,47.03,0,LG,NOT IIP
06/13/1899,-51.05,47.42,0,BERG,NOT IIP
06/14/1899,-49.92,48.08,0,SM,NOT IIP
06/14/1899,-49.92,48.08,0,BBGR,NOT IIP
06/14/1899,-48.05,48.58,0,LG,NOT IIP
06/16/1899,-48.58,46.58,0,MED,NOT IIP
06/16/1899,-48.58,46.58,0,SM,NOT IIP
06/22/1899,-50.57,47.38,0,LG,NOT IIP
06/22/1899,-49.13,47.07,0,BERG,NOT IIP
06/22/1899,-48.07,47.77,0,MED,NOT IIP
06/22/1899,-48.18,47.85,0,LG,NOT IIP
06/23/1899,-50.02,48.22,0,MED,NOT IIP
06/23/1899,-49.6,48.43,0,BERG,NOT IIP
06/25/1899,-49.0,47.07,0,BERG,NOT IIP
07/02/1899,-50.05,47.65,0,X,NOT IIP
07/02/1899,-50.05,47.65,0,LG,NOT IIP
07/03/1899,-49.23,48.7,0,LG,NOT IIP
07/03/1899,-48.27,45.15,0,MED,NOT IIP
07/05/1899,-50.07,48.68,0,SM,NOT IIP
07/05/1899,-50.07,48.68,0,LG,NOT IIP
07/05/1899,-49.07,48.82,0,MED,NOT IIP
07/06/1899,-49.05,48.45,0,LG,NOT IIP
07/07/1899,-48.75,48.42,0,BERG,NOT IIP
07/08/1899,-51.03,48.02,0,SM,NOT IIP
07/08/1899,-51.07,47.87,0,MED,NOT IIP
07/09/1899,-49.05,48.62,0,BERG,NOT IIP
07/09/1899,-48.05,48.25,0,SM,NOT IIP
07/09/1899,-48.05,48.25,0,SM,NOT IIP
07/09/1899,-48.95,48.38,0,BERG,NOT IIP
07/09/1899,-48.95,48.38,0,MED,NOT IIP
07/10/1899,-49.8,48.92,0,MED,NOT IIP
06/17/1899,-46.03,47.25,0,X,NOT IIP
06/17/1899,-4719800575074.42,1557190958464.93,0,BERG,NOT IIP
06/18/1899,-43.25,48.05,0,BERG,NOT IIP
06/26/1899,-47.0,48.03,0,SM,NOT IIP
06/26/1899,-47.0,48.03,0,BBGR,NOT IIP
07/09/1899,-46.42,47.88,0,BERG,NOT IIP
07/09/1899,-47.25,47.47,0,BERG,NOT IIP
06/18/1899,-56.05,51.58,0,BERG,NOT IIP
06/18/1899,-55.25,51.75,0,LG,NOT IIP
06/18/1899,-54.88,51.7,0,LG,NOT IIP
07/07/1899,-52.0,52.05,0,BERG,NOT IIP
07/07/1899,-57.2,51.35,0,BERG,NOT IIP
07/07/1899,-52.0,52.05,0,BBGR,NOT IIP
