data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments,,,,,,
IOT,1,169.11,169.11,N,Ship,Sarmatian (SS),Visual,47.85,-49.6,1904,1904,June,6/9/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,0,169.12,169.12,N,Ship,Sarmatian (SS),Visual,47.06666667,-53.21666667,1904,1904,June,6/9/04,,Large,,,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,169.21,169.21,N,Ship,Sarmatian (SS),Visual,47.85,-49.6,1904,1904,June,6/9/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,0,169.22,169.22,N,Ship,Sarmatian (SS),Visual,47.06666667,-53.21666667,1904,1904,June,6/9/04,,Small,,,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,170,170,N,Ship,Sarmatian (SS),Visual,46.81666667,-52.93333333,1904,1904,June,6/9/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 773 Jun 22: saw 2 large bergs ashore between Ferryland & C.Race [position approximate],,,,,,
IOT,1,193,193,N,Ship,North Point (SS),Visual,43.5,-46.48333333,1904,1904,June,6/9/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,194.11,194.01,N,Ship,Ethiopia (SS),Visual,45.16666667,-47.16666667,1904,1904,June,6/9/04,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 774 June 29: passed 3 bergs & several small pieces of ice,,,,,,
IOT,0,194.12,194.12,N,Ship,Ethiopia (SS),Visual,45.33333333,-46.83333333,1904,1904,June,6/9/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 774 June 29: passed 3 bergs & several small pieces of ice,,,,,,
IOT,1,194.21,194.21,N,Ship,Ethiopia (SS),Visual,45.16666667,-47.16666667,1904,1904,June,6/9/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 774 June 29: passed 3 bergs & several small pieces of ice,,,,,,
IOT,0,194.22,194.22,N,Ship,Ethiopia (SS),Visual,45.33333333,-46.83333333,1904,1904,June,6/9/04,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 774 June 29: passed 3 bergs & several small pieces of ice,,,,,,
IOT,1,211,211,N,Ship,Manchester Corporation (SS),Visual,46.21666667,-52.18333333,1904,1904,June,6/9/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 775 July 6: passed 2 small bergs 45 miles S 54°E from C.Race [position calculated],,,,,,
IOT,1,212.01,212.01,N,Ship,Monmouth (SS),Visual,46.6,-53.06666667,1904,1904,June,6/9/04,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 775 July 6: from 3 to 10 miles off C.Race saw 3 small bergs [approximate positions calculated],,,,,,
IOT,0,212.02,212.02,N,Ship,Monmouth (SS),Visual,46.48333333,-53.06666667,1904,1904,June,6/9/04,,Small,,,,,,,,,,,,,,,,,,,,,,HB 775 July 6: from 3 to 10 miles off C.Race saw 3 small bergs [approximate positions calculated],,,,,,
IOT,1,401,401,N,Ship,Montezuma (SS),Visual,40.2,-48.93333333,1904,1904,June,6/9/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,161,161,N,Ship,Hellig Olav (SS),Visual,41.78333333,-47.3,1904,1904,June,6/10/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,171,171,N,Ship,Helios (SS),Visual,41.13333333,-47.15,1904,1904,June,6/10/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,229,229,N,Ship,Tampican (SS),Visual,45.95,-48.03333333,1904,1904,June,6/10/04,,Medium,,,,,1,,,,,,61,E,27,E,,,,,,,,HB 776 July 13: passed a large berg ~200' long & 90' high,,,,,,
IOT,1,162,162,N,Miscellaneous,Belle Isle Lighthouse,Visual,51.95,-55.35,1904,1904,June,6/11/04,,Berg,21,,,,,,,,,,,,,,,,,,,,,"HB 772 Jun 15: light scattered ice to the N moving W, very little ice in the straits; 21 bergs in sight, distant",,,,,,
IOT,1,163,163,N,Miscellaneous,Cape Race Lighthouse,Visual,46.48333333,-53.06666667,1904,1904,June,6/11/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: 1 berg 10 miles S [position calculated],,,,,,
IOT,1,164,164,N,Miscellaneous,Cape Race Lighthouse,Visual,46.61666667,-53.18333333,1904,1904,June,6/11/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: 1 berg 4 miles W [approximate position calculated],,,,,,
IOT,1,172,172,N,Ship,Canadian (SS),Visual,41.1,-46.96666667,1904,1904,June,6/11/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,173.1,173.1,N,Ship,Laurentian (SS),Visual,46.6,-52.81666667,1904,1904,June,6/11/04,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 773 Jun 22: passed 3 small bergs & several small pieces of ice,,,,,,
IOT,1,173.2,173.2,N,Ship,Laurentian (SS),Visual,46.6,-52.81666667,1904,1904,June,6/11/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: passed 3 small bergs & several small pieces of ice,,,,,,
IOT,1,213.01,213.01,N,Ship,Pomeranian (SS),Visual,46.58333333,-53.05,1904,1904,June,6/11/04,,Berg,5,,,,,,,,,,,,,,,,,,,,,HB 775 July 6: from C.Race passed 5 bergs,,,,,,
IOT,0,213.02,213.02,N,Ship,Pomeranian (SS),Visual,46.8,-52.58333333,1904,1904,June,6/11/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 775 July 6: from C.Race passed 5 bergs,,,,,,
IOT,1,397,397,N,Ship,Monmouth (SS),Visual,46.83333333,-52.43333333,1904,1904,June,6/11/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,398,398,N,Ship,Monmouth (SS),Visual,46.8,-52.31666667,1904,1904,June,6/11/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,399,399,N,Ship,Monmouth (SS),Visual,46.96666667,-52.4,1904,1904,June,6/11/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,214,214,N,Ship,Ramore Head (SS),Visual,46.58333333,-52.13333333,1904,1904,June,6/12/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,174,174,N,Ship,South America (SS),Visual,47.61666667,-51.16666667,1904,1904,June,6/13/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 773 Jun 22: passed a large berg,,,,,,
IOT,1,175.1,175.1,N,Ship,Rathlin Head (SS),Visual,46.58333333,-53.08333333,1904,1904,June,6/13/04,,Medium,,,,,2,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw 2 medium sized bergs with small pieces of ice alongside off C.Race,,,,,,
IOT,1,175.2,175.2,N,Ship,Rathlin Head (SS),Visual,46.58333333,-53.08333333,1904,1904,June,6/13/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw 2 medium sized bergs with small pieces of ice alongside off C.Race,,,,,,
IOT,1,176,176,N,Ship,Rathlin Head (SS),Visual,46.65,-53.4,1904,1904,June,6/13/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw a small berg 6 miles E of C.Pine well inshore [approximate position calculated],,,,,,
IOT,1,177,177,N,Ship,Saxonia (SS),Visual,41.26666667,-48.66666667,1904,1904,June,6/13/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,178,178,N,Ship,Englishman (SS),Visual,45.88333333,-49.38333333,1904,1904,June,6/13/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,179,179,N,Ship,Englishman (SS),Visual,45.7,-50.93333333,1904,1904,June,6/13/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw another [berg?],,,,,,
IOT,1,180,180,N,Ship,Manchester Exchange (SS),Visual,43,-49.26666667,1904,1904,June,6/13/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,392.1,392.1,N,Ship,South America (SS),Visual,46.5,-54.13333333,1904,1904,June,6/13/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw a small berg & several small pieces of ice 4 hours' run to the westward from C.Race [approximate position calculated],,,,,,
IOT,1,392.2,392.2,N,Ship,South America (SS),Visual,46.5,-54.13333333,1904,1904,June,6/13/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw a small berg & several small pieces of ice 4 hours' run to the westward from C.Race [approximate position calculated],,,,,,
IOT,1,393,393,N,Ship,Rathlin Head (SS),Visual,46.51666667,-53.63333333,1904,1904,June,6/13/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22: passed a small berg SW by S 7 miles from C.Pine,,,,,,
IOT,1,394,394,N,Ship,Saxonia (SS),Visual,41.25,-48.68333333,1904,1904,June,6/13/04,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw a small piece of ice 1 mile SW of small berg [#177],,,,,,
IOT,1,395,395,N,Ship,Saxonia (SS),Visual,41.23333333,-48.71666667,1904,1904,June,6/13/04,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw a small piece of ice 3 miles SW of small berg [#177],,,,,,
IOT,1,195,195,N,Ship,Canada (SS),Visual,46.53333333,-47.85,1904,1904,June,6/14/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,196,196,N,Ship,Canada (SS),Visual,46.01666667,-49.6,1904,1904,June,6/14/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,215.1,215.1,N,Ship,Nordstjernen (SS),Visual,46.5,-53.68333333,1904,1904,June,6/14/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 775 July 6: saw a small berg with small detached pieces of ice around it,,,,,,
IOT,1,215.2,215.2,N,Ship,Nordstjernen (SS),Visual,46.5,-53.68333333,1904,1904,June,6/14/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 775 July 6: saw a small berg with small detached pieces of ice around it,,,,,,
IOT,1,216.01,216.01,N,Ship,Nordstjernen (SS),Visual,46.53333333,-52.75,1904,1904,June,6/14/04,,Berg,5,,,,,,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,0,216.02,216.02,N,Ship,Nordstjernen (SS),Visual,47,-52.5,1904,1904,June,6/14/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,181,181,N,Ship,La Savoie (SS),Visual,44.66666667,-46.01666667,1904,1904,June,6/15/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,182,182,N,Ship,La Savoie (SS),Visual,44.01666667,-48.58333333,1904,1904,June,6/15/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,197,197,N,Ship,Canada (SS),Visual,46.1,-53.25,1904,1904,June,6/15/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,198,198,N,Ship,Venango (SS),Visual,42.8,-46.16666667,1904,1904,June,6/15/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,224,224,N,Ship,Astoria (SS),Visual,46.1,-53.05,1904,1904,June,6/15/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 776 July 13: saw a small berg 2 miles to the northward [position calculated],,,,,,
IOT,1,225,225,N,Ship,Mount Temple (SS),Visual,46.58333333,-53.03333333,1904,1904,June,6/15/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 776 July 13: passed a small berh off C.Race [position approximate],,,,,,
IOT,1,226.1,226.1,N,Ship,Mount Temple (SS),Visual,46.65,-52.9,1904,1904,June,6/15/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 776 July 13: passed a large berg & several small pieces of ice,,,,,,
IOT,1,226.2,226.2,N,Ship,Mount Temple (SS),Visual,46.65,-52.9,1904,1904,June,6/15/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 776 July 13: passed a large berg & several small pieces of ice,,,,,,
IOT,1,230,230,N,Ship,Sagamore (SS),Visual,42.6,-50.08333333,1904,1904,June,6/15/04,,Small,,,,2,,,,,,,,,9.1,E,,,,,,,,HB 776 July 13: passed 2 small bergs ~30' high,,,,,,
IOT,1,231,231,N,Ship,Astoria (SS),Visual,47.41666667,-50.11666667,1904,1904,June,6/15/04,,Berg,8,,,,,,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,402,402,N,Ship,Montezuma (SS),Visual,47.46666667,-50.1,1904,1904,June,6/15/04,,Berg,13,,,,,,,,,,,,,,,,,,,,,HB 775 July 6: saw 13 large & small bergs,,,,,,
IOT,1,403,403,N,Ship,Montezuma (SS),Visual,47.56666667,-49.71666667,1904,1904,June,6/15/04,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,183,183,N,Ship,Merion (SS),Visual,41.06666667,-53.53333333,1904,1904,June,6/16/04,,Very Large,,,,,,,1,,,,,,,,,,,,,,,"HB 773 Jun 22. Ship left Liverpool Jun 7, passing Brow Heas, S coast of Ireland 9th arriving Philadelphia 19th. Position on 16th agrees with ships speed, and possible course.",,,,,,
IOT,1,184,184,N,Ship,Columbia (SS),Visual,47.4,-49.96666667,1904,1904,June,6/16/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,186,185,N,Ship,Columbia (SS),Visual,46.46666667,-52.66666667,1904,1904,June,6/16/04,,Medium,,,,,2,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,186.1,186.1,N,Ship,Columbia (SS),Visual,46.25,-53.05,1904,1904,June,6/16/04,,Small,,,,8,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw 8 small bergs & several small pieces of ice,,,,,,
IOT,1,186.2,186.2,N,Ship,Columbia (SS),Visual,46.25,-53.05,1904,1904,June,6/16/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: saw 8 small bergs & several small pieces of ice,,,,,,
IOT,1,199,199,N,Ship,Venango (SS),Visual,42.91666667,-46.16666667,1904,1904,June,6/16/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 774 June 29: saw a large berg 7 miles to the northward [position calculated],,,,,,
IOT,1,200,200,N,Ship,Mackay Bennet (SS),Visual,46.5,-47.91666667,1904,1904,June,6/16/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,201,201,N,Ship,Mackay Bennet (SS),Visual,46.55,-48.66666667,1904,1904,June,6/16/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,202,202,N,Ship,Mackay Bennet (SS),Visual,46.08333333,-50.48333333,1904,1904,June,6/16/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,203,203,N,Ship,Alexandra (SS),Visual,42.3,-50.63333333,1904,1904,June,6/16/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,233,233,N,Ship,Island (SS),Visual,42.33333333,-50,1904,1904,June,6/16/04,,Small,,,,1,,,,,,,15,E,7.6,E,,,,,,,,HB 776 July 13: saw a small berg ~50' long & 25' high,,,,,,
IOT,1,234,234,N,Ship,Island (SS),Visual,42.58333333,-49.75,1904,1904,June,6/16/04,,Small,,,,1,,,,,,,15,E,7.6,E,,,,,,,,HB 776 July 13: saw another berg of about the same dimensions [as #233],,,,,,
IOT,1,204,204,N,Ship,Kanawha (SS),Visual,41.66666667,-50.66666667,1904,1904,June,6/17/04,,Small,,,,2,,,,,,,,,,,,,,,,,,"HB 774 June 29: saw 2 small bergs, one almost awash",,,,,,
IOT,1,396,396,N,Miscellaneous,Point Amour Lighthouse,Visual,51.38333333,-56.86666667,1904,1904,June,6/17/04,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 773 Jun 22: straits clear of ice; 2 bergs in sight,,,,,,
IOT,1,205,205,N,Ship,Ryndam (SS),Visual,41.98333333,-49.03333333,1904,1904,June,6/18/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,206,206,N,Ship,Monteagle (SS),Visual,47.76666667,-49.65,1904,1904,June,6/18/04,,Very Large,,,,,,,1,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,207,207,N,Ship,Monteagle (SS),Visual,47.6,-49.98333333,1904,1904,June,6/18/04,,Very Large,,,,,,,1,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,208,208,N,Ship,Monteagle (SS),Visual,47.66666667,-50.68333333,1904,1904,June,6/18/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,209,209,N,Ship,Monteagle (SS),Visual,46.75,-52.21666667,1904,1904,June,6/18/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,227.01,227.01,N,Ship,Kastalia (SS),Visual,46.58333333,-52.01666667,1904,1904,June,6/20/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 776 July 13: passed some bergs from C.Race,,,,,,
IOT,0,227.02,227.02,N,Ship,Kastalia (SS),Visual,48,-50,1904,1904,June,6/20/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 776 July 13: passed some bergs from C.Race,,,,,,
IOT,1,247,247,N,Ship,Manchester Trader (SS),Visual,47.73333333,-50.58333333,1904,1904,June,6/20/04,,Very Large,,,,,,,1,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,242,242,N,Ship,Solway (SS),Visual,46.8,-47.78333333,1904,1904,June,6/21/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,217,217,N,Ship,Tunisian (SS),Visual,48.2,-49.35,1904,1904,June,6/22/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,218,218,N,Ship,Tunisian (SS),Visual,47.75,-50.6,1904,1904,June,6/22/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,223,223,N,Ship,Vancouver (SS),Visual,46.5,-47.5,1904,1904,June,6/22/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,245.1,245.1,N,Ship,Samatian (SS),Visual,46.9,-52.58333333,1904,1904,June,6/22/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 777 July 20: saw a large berg with 6 small pieces of detached ice within 2 miles of it,,,,,,
IOT,1,245.2,245.2,N,Ship,Samatian (SS),Visual,46.9,-52.58333333,1904,1904,June,6/22/04,,Growler,,6,,,,,,,,,,,,,,,,,,,,HB 777 July 20: saw a large berg with 6 small pieces of detached ice within 2 miles of it,,,,,,
IOT,1,259,259,N,Ship,Montcalm (SS),Visual,46.51666667,-47.91666667,1904,1904,June,6/23/04,,Medium,,,,,1,,,,,,46,E,21,E,,,,,,,,HB 777 July 20: passed a berg 150' long & 70' high,,,,,,
IOT,1,260.1,260.1,N,Ship,Montcalm (SS),Visual,46.61666667,-47.63333333,1904,1904,June,6/23/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 777 July 20: saw 2 small bergs & a number of small detached pieces of ice,,,,,,
IOT,1,260.2,260.2,N,Ship,Montcalm (SS),Visual,46.61666667,-47.63333333,1904,1904,June,6/23/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 777 July 20: saw 2 small bergs & a number of small detached pieces of ice,,,,,,
IOT,1,219,219,N,Ship,Numidian (SS),Visual,47.85,-49.35,1904,1904,June,6/26/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,220,220,N,Ship,Numidian (SS),Visual,47.6,-49.85,1904,1904,June,6/26/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 775 July 6: saw another [berg?],,,,,,
IOT,1,248.1,248.1,N,Ship,Indrani (SS),Visual,48,-50,1904,1904,June,6/26/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 777 July 20: saw 2 large bergs & some small pieces of ice,,,,,,
IOT,1,248.2,248.2,N,Ship,Indrani (SS),Visual,48,-50,1904,1904,June,6/26/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 777 July 20: saw 2 large bergs & some small pieces of ice,,,,,,
IOT,1,250,250,N,Ship,Sardinian (SS),Visual,47.73333333,-50.33333333,1904,1904,June,6/26/04,,Large,,,,,,1,,,,Blocky,,,,,,,,,,,,HB 777 July 20: saw a large square berg 5 miles to the southward [position calculated],,,,,,
IOT,1,251,251,N,Ship,Sardinian (SS),Visual,48.16666667,-50.33333333,1904,1904,June,6/26/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 777 July 20: saw a moderate sized berg 4 miles to the southward [position calculated],,,,,,
IOT,1,261,261,N,Ship,Montrose (SS),Visual,46.4,-47.93333333,1904,1904,June,6/26/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,262,262,N,Ship,Montrose (SS),Visual,46.61666667,-47.46666667,1904,1904,June,6/26/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,249,249,N,Ship,Indrani (SS),Visual,47.5,-51,1904,1904,June,6/27/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,252,252,N,Ship,Laurentian (SS),Visual,47.56666667,-50.18333333,1904,1904,June,6/27/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,273,273,N,Ship,Salacia (SS),Visual,47.75,-50.5,1904,1904,June,6/27/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 778 July 27,,,,,,
IOT,1,274,274,N,Ship,Seine (SS) ,Visual,47.7,-50.33333333,1904,1904,June,6/27/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 778 July 27,,,,,,
IOT,1,275,275,N,Ship,Seine (SS) ,Visual,47.83333333,-49.5,1904,1904,June,6/27/04,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 778 July 27,,,,,,
IOT,1,235.1,235.1,N,Ship,Carrigan Head (SS),Visual,47.66666667,-50.83333333,1904,1904,June,6/28/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,235.2,235.2,N,Ship,Carrigan Head (SS),Visual,47.66666667,-50.83333333,1904,1904,June,6/28/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,236,236,N,Ship,Hungarian (SS),Visual,47.66666667,-49.6,1904,1904,June,6/28/04,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,246,246,N,Ship,Columbia (SS),Visual,46.68333333,-52.66666667,1904,1904,June,6/28/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,253,253,N,Ship,Columbia (SS),Visual,47.75,-49.85,1904,1904,June,6/28/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,254,254,N,Ship,Columbia (SS),Visual,47.9,-49.26666667,1904,1904,June,6/28/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 777 July 20,,,,,,
IOT,1,221,221,N,Ship,La Lorraine (SS),Visual,42.41666667,-49.51666667,1904,1904,June,6/29/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,271,271,N,Ship,Englishman (SS),Visual,46.25,-52.91666667,1904,1904,June,6/29/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 778 July 27,,,,,,
IOT,1,278,278,N,Ship,Michigan (SS),Visual,45.68333333,-47.73333333,1904,1904,June,6/29/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 778 July 27,,,,,,
IOT,1,222,222,N,Ship,Austrian (SS),Visual,48.06666667,-50.45,1904,1904,June,6/30/04,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 775 July 6,,,,,,
IOT,1,237,237,N,Ship,Ethiopia (SS),Visual,48.11666667,-48.83333333,1904,1904,June,6/30/04,,Medium,,,,,1,,,,,,30,E,18,E,,,,,,,,HB 776 July 13: saw a berg 100' long & 60' high,,,,,,
IOT,1,238,238,N,Ship,Ethiopia (SS),Visual,48.08333333,-48.91666667,1904,1904,June,6/30/04,,Large,,,,,,1,,,,,91,E,61,E,,,,,,,,HB 776 July 13: saw a berg ~300' long & 200' high,,,,,,
IOT,1,239.1,239.1,N,Ship,Inishowen Head (SS),Visual,48.16666667,-48.83333333,1904,1904,June,6/30/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,239.2,239.2,N,Ship,Inishowen Head (SS),Visual,48.16666667,-48.83333333,1904,1904,June,6/30/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,404.01,404.01,N,Ship,Jacona (SS),Visual,52,-55.38333333,1904,1904,June,6/30/04,,Large,,,,,,x,,,,,,,,,,,,,,,,"HB 777 July 20: from Belle Isle Point to Amour Pt., passed several large bergs, mostly on the N shore",,,,,,
IOT,0,404.02,404.02,N,Ship,Jacona (SS),Visual,51.41666667,-56.86666667,1904,1904,June,6/30/04,,Large,,,,,,,,,,,,,,,,,,,,,,"HB 777 July 20: from Belle Isle Point to Amour Pt., passed several large bergs, mostly on the N shore",,,,,,
IOT,1,240,240,N,Ship,Nicolai II (SS),Visual,47.73333333,-50.35,1904,1904,July,7/1/04,,Large,,,,,,1,,,,,91,E,61,E,,,,,,,,HB 776 July 13: saw a large berg ~300' long & 200' high,,,,,,
IOT,1,243,243,N,Ship,Lake Champlain (SS),Visual,47.55,-46.7,1904,1904,July,7/4/04,,Very Large,,,,,,,1,,,,,,76,E,,,,,,,,HB 776 July 13: saw a berg ~250' high,,,,,,
IOT,1,272,272,N,Ship,Monteagle (SS),Visual,46.56666667,-52.65,1904,1904,July,7/4/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 778 July 27,,,,,,
IOT,1,400,400,N,Miscellaneous,Belle Isle Lighthouse,Visual,51.95,-55.35,1904,1904,July,7/4/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 775 July 6: very few bergs,,,,,,
IOT,1,281,281,N,Ship,Ixia (SS),Visual,42.9,-49.25,1904,1904,July,7/6/04,,Medium,,,,,1,,,,,,91,E,30,E,,,,,,,,HB 779 Aug 3: passed a berg ~300' long & 100' high,,,,,,
IOT,1,232,232,N,Ship,Astoria (SS),Visual,46.93333333,-51.55,1904,1904,July,7/7/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 776 July 13: passed 10 miles to the southward of a small berg [position calculated],,,,,,
IOT,1,241,241,N,Ship,Hurona (SS),Visual,48.75,-50.5,1904,1904,July,7/7/04,,Medium,,,,,1,,,,,,61,E,15,E,,,,,,,,HB 776 July 13: saw a berg ~200' long & 50' high,,,,,,
