data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments,
IOT,1,710,710,N,Ship,Victorian (SS),Visual,50.46666667,-42.33333333,1913,1913,August,8/2/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,693,693,N,Ship,Ekkehard (SS),Visual,47.55,-47.13333333,1913,1913,August,8/3/13,,Medium,,,,,1,,,,,,,,21,E,,,,,,,,HB 1250 Aug 13: passed a berg ~70' high,
IOT,1,698,698,N,Ship,Zijldijk (SS),Visual,54.03333333,-49.9,1913,1913,August,8/4/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1251 Aug 20,
IOT,1,711,711,N,Ship,Laurentic (SS),Visual,51.63333333,-56.11666667,1913,1913,August,8/4/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27: ~8 miles W of C.Norman passed a large berg [position calculated],
IOT,1,712,712,N,Ship,Laurentic (SS),Visual,51.66666667,-55.9,1913,1913,August,8/4/13,,Large,,,,,,4,,,,,,,,,,,,,,,,HB 1252 Aug 27: saw 4 others [large bergs?] off the Cape [Norman],
IOT,1,713.01,713.01,N,Ship,Laurentic (SS),Visual,51.66666667,-55.9,1913,1913,August,8/4/13,,Berg,45,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: sighted 45 bergs from C.Norman to Belle Isle,
IOT,0,713.02,713.02,N,Ship,Laurentic (SS),Visual,51.95,-55.38333333,1913,1913,August,8/4/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: sighted 45 bergs from C.Norman to Belle Isle,
IOT,1,714.01,714.01,N,Ship,Laurentic (SS),Visual,51.95,-55.31666667,1913,1913,August,8/4/13,,Berg,34,,,,,,,,,,,,,,,,,,,,,"HB 1252 Aug 27: between Belle Isle & 18 miles eastward [position calclated] passed 34 bergs, large & medium",
IOT,0,714.02,714.02,N,Ship,Laurentic (SS),Visual,51.95,-54.86666667,1913,1913,August,8/4/13,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1252 Aug 27: between Belle Isle & 18 miles eastward [position calclated] passed 34 bergs, large & medium",
IOT,1,715,715,N,Ship,Laurentic (SS),Visual,52.16666667,-54.33333333,1913,1913,August,8/4/13,,Large,,,,,,4,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,694,694,N,Ship,Scotia (SS),Visual,51.25,-49.5,1913,1913,August,8/5/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1250 Aug 13,
IOT,1,699.01,699.01,N,Ship,Zijldijk (SS),Visual,52.13333333,-54.6,1913,1913,August,8/5/13,,Berg,x,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from 30 miles ENE from Belle Isle [position calculated] to C.Norman, several bergs of various sizes",
IOT,0,699.02,699.02,N,Ship,Zijldijk (SS),Visual,51.66666667,-55.9,1913,1913,August,8/5/13,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from 30 miles ENE from Belle Isle [position calculated] to C.Norman, several bergs of various sizes",
IOT,1,716,716,N,Ship,Laurentic (SS),Visual,52.96666667,-51.66666667,1913,1913,August,8/5/13,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,717,717,N,Ship,Laurentic (SS),Visual,53.56666667,-50,1913,1913,August,8/5/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,718,718,N,Ship,Laurentic (SS),Visual,53.33333333,-49.91666667,1913,1913,August,8/5/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1252 Aug 27: passed another [medium sized berg?],
IOT,1,700,700,N,Ship,Hesperian (SS),Visual,52.91666667,-51.66666667,1913,1913,August,8/6/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1251 Aug 20,
IOT,1,701,701,N,Ship,Hesperian (SS),Visual,52.66666667,-52.5,1913,1913,August,8/6/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1251 Aug 20,
IOT,1,702,702,N,Ship,Hesperian (SS),Visual,52.36666667,-54.08333333,1913,1913,August,8/6/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1251 Aug 20,
IOT,1,703.1,703.1,N,Ship,Hesperian (SS),Visual,51.45,-54.7,1913,1913,August,8/6/13,,Large,,,,,,x,,,,,,,,,,,,,,,,"HB 1251 Aug 20: 30 miles ESE from C.Bauld [position calculated], several large bergs & numerous pieces of ice",
IOT,1,703.2,703.2,N,Ship,Hesperian (SS),Visual,51.45,-54.7,1913,1913,August,8/6/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: 30 miles ESE from C.Bauld [position calculated], several large bergs & numerous pieces of ice",
IOT,1,704.11,704.11,N,Ship,Hesperian (SS),Visual,51.45,-54.7,1913,1913,August,8/6/13,,Berg,59,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from 30 miles ESE of C.Bauld [position calculated] to C.Bauld, 59 bergs & growlers",
IOT,0,704.12,704.12,N,Ship,Hesperian (SS),Visual,51.66666667,-55.43333333,1913,1913,August,8/6/13,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from 30 miles ESE of C.Bauld [position calculated] to C.Bauld, 59 bergs & growlers",
IOT,1,704.21,704.21,N,Ship,Hesperian (SS),Visual,51.45,-54.7,1913,1913,August,8/6/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from 30 miles ESE of C.Bauld [position calculated] to C.Bauld, 59 bergs & growlers",
IOT,0,704.22,704.22,N,Ship,Hesperian (SS),Visual,51.66666667,-55.43333333,1913,1913,August,8/6/13,,Growler,,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from 30 miles ESE of C.Bauld [position calculated] to C.Bauld, 59 bergs & growlers",
IOT,1,705.11,705.11,N,Ship,Hesperian (SS),Visual,51.66666667,-55.43333333,1913,1913,August,8/6/13,,Berg,39,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Bauld to C.Norman, 39 bergs & growlers",
IOT,0,705.12,705.12,N,Ship,Hesperian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/6/13,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Bauld to C.Norman, 39 bergs & growlers",
IOT,1,705.21,705.21,N,Ship,Hesperian (SS),Visual,51.66666667,-55.43333333,1913,1913,August,8/6/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Bauld to C.Norman, 39 bergs & growlers",
IOT,0,705.22,705.22,N,Ship,Hesperian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/6/13,,Growler,,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Bauld to C.Norman, 39 bergs & growlers",
IOT,1,706.11,706.11,N,Ship,Hesperian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/6/13,,Berg,7,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Norman to Pt.Amour, 7 bergs & growlers",
IOT,0,706.12,706.12,N,Ship,Hesperian (SS),Visual,51.41666667,-56.86666667,1913,1913,August,8/6/13,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Norman to Pt.Amour, 7 bergs & growlers",
IOT,1,706.21,706.21,N,Ship,Hesperian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/6/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Norman to Pt.Amour, 7 bergs & growlers",
IOT,0,706.22,706.22,N,Ship,Hesperian (SS),Visual,51.41666667,-56.86666667,1913,1913,August,8/6/13,,Growler,,,,,,,,,,,,,,,,,,,,,,"HB 1251 Aug 20: from C.Norman to Pt.Amour, 7 bergs & growlers",
IOT,1,719,719,N,Ship,Corsican (SS),Visual,51.65,-56.5,1913,1913,August,8/7/13,,Berg,6,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: [here] between Pt.Amour & C.Norman passed 6 bergs,
IOT,1,720.01,72.01,N,Ship,Corsican (SS),Visual,51.66666667,-55.9,1913,1913,August,8/7/13,,Berg,34,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: from C.Norman to Belle Isle saw 34 others [bergs],
IOT,0,720.02,720.02,N,Ship,Corsican (SS),Visual,51.95,-55.38333333,1913,1913,August,8/7/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: from C.Norman to Belle Isle saw 34 others [bergs],
IOT,1,721.01,721.01,N,Ship,Corsican (SS),Visual,51.95,-55.31666667,1913,1913,August,8/8/13,,Berg,24,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: from Belle Isle sighted 24 bergs. Many of these bergs were fantastic in shape due to erosion; they were old & decaying,
IOT,0,721.02,721.02,N,Ship,Corsican (SS),Visual,53.13333333,-51.63333333,1913,1913,August,8/8/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: from Belle Isle sighted 24 bergs. Many of these bergs were fantastic in shape due to erosion; they were old & decaying,
IOT,1,722,722,N,Ship,Cervona (SS,Visual,53.75,-44.96666667,1913,1913,August,8/8/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,723,723,N,Ship,Cervona (SS,Visual,52.7,-53,1913,1913,August,8/10/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,724.11,724.11,N,Ship,Cervona (SS,Visual,52.1,-54.43333333,1913,1913,August,8/10/13,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: to C.Norman thhrough the straits of Belle Isle encountered a great number of bergs & growlers,
IOT,1,724.12,724.12,N,Ship,Cervona (SS,Visual,51.66666667,-55.9,1913,1913,August,8/10/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: to C.Norman thhrough the straits of Belle Isle encountered a great number of bergs & growlers,
IOT,1,724.21,724.21,N,Ship,Cervona (SS,Visual,52.1,-54.43333333,1913,1913,August,8/10/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: to C.Norman thhrough the straits of Belle Isle encountered a great number of bergs & growlers,
IOT,1,724.22,724.22,N,Ship,Cervona (SS,Visual,51.66666667,-55.9,1913,1913,August,8/10/13,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: to C.Norman thhrough the straits of Belle Isle encountered a great number of bergs & growlers,
IOT,1,725,725,N,Ship,Tunisian (SS),Visual,53.71666667,-49.26666667,1913,1913,August,8/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,726,726,N,Ship,Tunisian (SS),Visual,53.46666667,-49.33333333,1913,1913,August,8/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,727,727,N,Ship,Tunisian (SS),Visual,53.61666667,-49.8,1913,1913,August,8/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,728,728,N,Ship,Tunisian (SS),Visual,53.45,-50.05,1913,1913,August,8/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,729,729,N,Ship,Tunisian (SS),Visual,53.03333333,-50.76666667,1913,1913,August,8/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,730,730,N,Ship,Tunisian (SS),Visual,55.15,-51.06666667,1913,1913,August,8/11/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,731.01,730.01,N,Ship,Tunisian (SS),Visual,55.15,-51.06666667,1913,1913,August,8/11/13,,Berg,12,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,731.02,731.02,N,Ship,Tunisian (SS),Visual,52.65,-52.2,1913,1913,August,8/11/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,732,732,N,Ship,Tunisian (SS),Visual,52.33333333,-52.46666667,1913,1913,August,8/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,733.01,733.01,N,Ship,Tunisian (SS),Visual,51.9,-54.33333333,1913,1913,August,8/11/13,,Berg,47,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: to Belle Isl passed 47 bergs,
IOT,0,733.02,733.02,N,Ship,Tunisian (SS),Visual,51.95,-55.31666667,1913,1913,August,8/11/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: to Belle Isl passed 47 bergs,
IOT,1,734.01,734.01,N,Ship,Tunisian (SS),Visual,51.95,-55.38333333,1913,1913,August,8/11/13,,Berg,63,,,,,,,,,,,,,,,,,,,,,"HB 1252 Aug 27: from Belle Isle to C.Norman saw 63 more bergs, most of them N of the track",
IOT,0,734.02,734.02,N,Ship,Tunisian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/11/13,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1252 Aug 27: from Belle Isle to C.Norman saw 63 more bergs, most of them N of the track",
IOT,1,735,735,N,Ship,Tunisian (SS),Visual,51.36666667,-56.8,1913,1913,August,8/11/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,"HB 1252 Aug 27: last ice [given lat of 51.32N is on land, perhaps meant to be 51.22N]",
IOT,1,736,736,N,Ship,Lingfield (SS),Visual,49.2,-48.86666667,1913,1913,August,8/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,751.11,751.11,N,Ship,Scandinavian (SS),Visual,51.63333333,-56.3,1913,1913,August,8/11/13,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3: from 15 miles W of C.Norman to Belle Isle passed numerous bergs & growlers,
IOT,0,751.12,751.12,N,Ship,Scandinavian (SS),Visual,51.95,-55.38333333,1913,1913,August,8/11/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3: from 15 miles W of C.Norman to Belle Isle passed numerous bergs & growlers,
IOT,1,751.21,751.21,N,Ship,Scandinavian (SS),Visual,51.63333333,-56.3,1913,1913,August,8/11/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3: from 15 miles W of C.Norman to Belle Isle passed numerous bergs & growlers,
IOT,0,751.22,751.22,N,Ship,Scandinavian (SS),Visual,51.95,-55.38333333,1913,1913,August,8/11/13,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3: from 15 miles W of C.Norman to Belle Isle passed numerous bergs & growlers,
IOT,1,752.01,752.01,N,Ship,Scandinavian (SS),Visual,51.95,-55.31666667,1913,1913,August,8/11/13,,Berg,12,,,,,,,,,,,,,,,,,,,,,"HB 1253 Sep 3: from Belle Isle passed 12 bergs, the last being sighted at 3:50 am on the 12th",
IOT,0,752.02,752.02,N,Ship,Scandinavian (SS),Visual,53.18333333,-50.18333333,1913,1913,August,8/12/13,3:50,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1253 Sep 3: from Belle Isle passed 12 bergs, the last being sighted at 3:50 am on the 12th",
IOT,1,776,776,N,Ship,Indrani (SS),Visual,48.36666667,-49,1913,1913,August,8/13/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1254 Sep 10,
IOT,1,707,707,N,Ship,Uranium (SS),Visual,48.83333333,-43.28333333,1913,1913,August,8/14/13,,Ice island,,,,,,,,1,,,2816,E,,,,,,,,,,HB 1251 Aug 20: passed a berg 1 3/4 miles long. Also HB 1252 Aug 27,
IOT,1,708,708,N,Ship,Parisian (SS),Visual,48.75,-48.78333333,1913,1913,August,8/14/13,,Bergy bit,,,1,,,,,,,,12,E,,,,,,,,,,HB 1251 Aug 20: passed a berg 40' long. HB 1253 Sep 3: 19th,
IOT,1,737,737,N,Ship,Kroonland (SS),Visual,41.58333333,-47.48333333,1913,1913,August,8/15/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,738.1,738.1,N,Ship,Pretorian (SS),Visual,53.7,-48.78333333,1913,1913,August,8/15/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27: large berg & several growlers,
IOT,1,738.2,738.2,N,Ship,Pretorian (SS),Visual,53.7,-48.78333333,1913,1913,August,8/15/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: large berg & several growlers,
IOT,1,739,739,N,Ship,Pretorian (SS),Visual,53.06666667,-51.41666667,1913,1913,August,8/15/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,740,740,N,Ship,Pretorian (SS),Visual,52.91666667,-51.56666667,1913,1913,August,8/15/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,741,741,N,Ship,Pretorian (SS),Visual,52.76666667,-52.15,1913,1913,August,8/15/13,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,742.01,742.01,N,Ship,Pretorian (SS),Visual,52.33333333,-53.78333333,1913,1913,August,8/15/13,,Large,,,,,,15,,,,,,,,,,,,,,,,HB 1252 Aug 27: to Belle Isle saw 15 large bergs,
IOT,0,742.02,742.02,N,Ship,Pretorian (SS),Visual,51.95,-55.31666667,1913,1913,August,8/15/13,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: to Belle Isle saw 15 large bergs,
IOT,1,743.01,743.01,N,Ship,Pretorian (SS),Visual,51.95,-55.38333333,1913,1913,August,8/15/13,,Large,,,,,,12,,,,,,,,,,,,,,,,HB 1252 Aug 27: from Belle Isle to C.Norman saw 12 more [large bergs?],
IOT,0,743.02,743.02,N,Ship,Pretorian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/15/13,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: from Belle Isle to C.Norman saw 12 more [large bergs?],
IOT,1,744.01,744.01,N,Ship,Pretorian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/15/13,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 1252 Aug 27: 3 large bergs from C.Norman to Pt.Amour,
IOT,0,744.02,744.02,N,Ship,Pretorian (SS),Visual,51.41666667,-56.86666667,1913,1913,August,8/15/13,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: 3 large bergs from C.Norman to Pt.Amour,
IOT,1,777.01,777.01,N,Ship,Hesperian (SS),Visual,51.41666667,-56.86666667,1913,1913,August,8/16/13,,Large,,,,,,25,,,,,,,,,,,,,,,,HB 1254 Sep 10: between Pt.Amour & C.Norman passed 25 large bergs,
IOT,0,777.02,777.02,N,Ship,Hesperian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/16/13,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1254 Sep 10: between Pt.Amour & C.Norman passed 25 large bergs,
IOT,1,778.01,778.01,N,Ship,Hesperian (SS),Visual,51.66666667,-55.9,1913,1913,August,8/16/13,,Large,,,,,,44,,,,,,,,,,,,,,,,HB 1254 Sep 10: from C.Norman to Belle Isle saw 44 more [large bergs?],
IOT,0,778.02,778.02,N,Ship,Hesperian (SS),Visual,51.95,-55.38333333,1913,1913,August,8/16/13,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1254 Sep 10: from C.Norman to Belle Isle saw 44 more [large bergs?],
IOT,1,779.01,779.01,N,Ship,Hesperian (SS),Visual,51.95,-55.31666667,1913,1913,August,8/16/13,,Berg,44,,,,,,,,,,,,,,,,,,,,,"HB 1254 Sep 10: from Belle Isle to 54 miles ENE [position calculated] passed 14 bergs S of track, 5 on the track & 25 to the N",
IOT,0,779.02,779.02,N,Ship,Hesperian (SS),Visual,52.3,-53.98333333,1913,1913,August,8/16/13,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1254 Sep 10: from Belle Isle to 54 miles ENE [position calculated] passed 14 bergs S of track, 5 on the track & 25 to the N",
IOT,1,745,745,N,Ship,Victorian (SS),Visual,53.81666667,-48.78333333,1913,1913,August,8/17/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,780,780,N,Ship,Hesperian (SS),Visual,52.43333333,-53.45,1913,1913,August,8/17/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1254 Sep 10: large berg 75 miles ENE from Belle Isle [position calculated],
IOT,1,781,781,N,Ship,Hesperian (SS),Visual,52.51666667,-53.06666667,1913,1913,August,8/17/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1254 Sep 10: large berg 90 miles ENE from Belle Isle [position calculated],
IOT,1,782,782,N,Ship,Hesperian (SS),Visual,52.61666667,-52.68333333,1913,1913,August,8/17/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1254 Sep 10: large berg 105 miles ENE from Belle Isle [position calculated],
IOT,1,783.01,783.01,N,Ship,Hesperian (SS),Visual,52.61666667,-52.68333333,1913,1913,August,8/17/13,,Large,,,,,,10,,,,,,,,,,,,,,,,HB 1254 Sep 10: 10 large bergs from  105 to 160 miles ENE from Belle Isle [positions calculated],
IOT,0,783.02,783.02,N,Ship,Hesperian (SS),Visual,52.96666667,-51.26666667,1913,1913,August,8/17/13,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1254 Sep 10: 10 large bergs from  105 to 160 miles ENE from Belle Isle [positions calculated],
IOT,1,784,784,N,Ship,Hesperian (SS),Visual,53.1,-50.76666667,1913,1913,August,8/17/13,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1254 Sep 10: 2 large bergs 179 miles ENE from Belle Isle [position calculated],
IOT,1,785,785,N,Ship,Hesperian (SS),Visual,53.31666667,-49.83333333,1913,1913,August,8/17/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1254 Sep 10: large berg 214 miles ENE from Belle Isle [position calculated],
IOT,1,786,786,N,Ship,Hesperian (SS),Visual,53.58333333,-48.61666667,1913,1913,August,8/17/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1254 Sep 10,
IOT,1,787,787,N,Ship,Hesperian (SS),Visual,53.91666667,-47.75,1913,1913,August,8/17/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1254 Sep 10,
IOT,1,746.01,746.01,N,Ship,Victorian (SS),Visual,53,-51.33333333,1913,1913,August,8/18/13,,Berg,20,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,0,746.02,746.02,N,Ship,Victorian (SS),Visual,52.13333333,-54.73333333,1913,1913,August,8/18/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,747,747,N,Ship,Victorian (SS),Visual,52,-55.41666667,1913,1913,August,8/18/13,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1252 Aug 27: 2 small bergs at the entrance to Belle Isle,
IOT,1,748,748,N,Ship,Victorian (SS),Visual,51.5,-56.5,1913,1913,August,8/18/13,,Large,,,,,,10,,,,,,,,,,,,,,,,HB 1252 Aug 27: 10 large bergs in the Straits of Belle Isle,
IOT,1,749,749,N,Ship,Indiana (SS),Visual,48.55,-50.16666667,1913,1913,August,8/18/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1252 Aug 27,
IOT,1,753,753,N,Ship,Gresham (SS),Visual,49.3,-43.4,1913,1913,August,8/18/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3,
IOT,1,754.1,754.1,N,Ship,Manchester Spinner (SS),Visual,48.38333333,-48.78333333,1913,1913,August,8/18/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1253 Sep 3: sighted a medium sized berg & a small quantity of ice,
IOT,1,754.2,754.2,N,Ship,Manchester Spinner (SS),Visual,48.38333333,-48.78333333,1913,1913,August,8/18/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3: sighted a medium sized berg & a small quantity of ice,
IOT,1,788,788,N,Ship,Lord Downshire (SS),Visual,48.93333333,-48.58333333,1913,1913,August,8/18/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1254 Sep 10,
IOT,1,755,755,N,Ship,Lux (SS),Visual,43.41666667,-52.66666667,1913,1913,August,8/19/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1253 Sep 3: saw a large berg ~10 miles to S [position calculated],
IOT,1,756,756,N,Ship,Columbia (SS),Visual,48.06666667,-48.41666667,1913,1913,August,8/19/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3,
IOT,1,757,757,N,Ship,Cameronia (SS),Visual,48.31666667,-48.68333333,1913,1913,August,8/19/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3,
IOT,1,797,797,N,Ship,Devona (SS),Visual,51.41666667,-56.86666667,1913,1913,August,8/19/13,,Berg,14,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17: off Pt.Amour passed 14 [?] bergs [copy barely legible],
IOT,1,798.01,798.01,N,Ship,Devona (SS),Visual,51.41666667,-56.86666667,1913,1913,August,8/19/13,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: saw numerous bergs along the N shore from Pt.Amour as far as Belle Isle,
IOT,0,798.02,798.02,N,Ship,Devona (SS),Visual,51.95,-55.38333333,1913,1913,August,8/19/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: saw numerous bergs along the N shore from Pt.Amour as far as Belle Isle,
IOT,1,803.01,803.01,N,Ship,Manchester Port (SS),Visual,51.95,-55.31666667,1913,1913,August,8/19/13,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: passed bergs continually from Belle Isle,
IOT,1,759,759,N,Ship,Columbia (SS),Visual,49.58333333,-44.36666667,1913,1913,August,8/20/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1253 Sep 3,
IOT,1,799,799,N,Ship,Devona (SS),Visual,52.13333333,-54.6,1913,1913,August,8/20/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: met 1 large berg 30 [?] miles NNE [this should be ENE?] from Belle Isle [position calculated as ENE],
IOT,1,800,800,N,Ship,Devona (SS),Visual,52.2,-54.35,1913,1913,August,8/20/13,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: several [bergs] to N & S 40 [?] miles NNE [this should be ENE?] from Belle Isle [position calculated as ENE],
IOT,1,801,801,N,Ship,Devona (SS),Visual,52.9,-51.56666667,1913,1913,August,8/20/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: 1 berg to S 148 [?] miles NNE [this should be ENE?] from Belle Isle [position calculated as ENE],
IOT,1,802,802,N,Ship,Devona (SS),Visual,52.95,-51.31666667,1913,1913,August,8/20/13,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: 2 bergs to S 158 [?] miles NNE [this should be ENE?] from Belle Isle [position calculated as ENE],
IOT,0,803.02,803.02,N,Ship,Manchester Port (SS),Visual,53.2,-50,1913,1913,August,8/20/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1255 Sep 17 [copy barely legible]: passed bergs continually from Belle Isle,
